deceptive,hotel,polarity,source,text,clean_text
truthful,swissotel,positive,TripAdvisor,"We booked our room at the Swissotel on Hotwire for $88 (unbelievable rate!) and were extremely impressed with the Swissotel. The staff was so polite and catered to our every need. The room was oversized, clean, and had a large bathroom. We had a partial view of Lake Michigan, which was an added bonus. On the 42nd floor, they have a spotless workout room and pool with a view of the city and lake from 3 sides. Spectacular! We sat in the hot tub and looked down on Navy Pier. We can't wait to go to the Swissotel again! 
",book room swissotel hotwir unbeliev rate extrem impress swissotel staff polit cater everi need room overs clean larg bathroom partial view lake michigan ad bonu nd floor spotless workout room pool view citi lake side spectacular sat hot tub look navi pier cant wait go swissotel
truthful,sheraton,positive,TripAdvisor,"I booked this via Priceline, and was not sure I'd like it, as some Sheratons have fallen off the cliff. This hotel absolutely surpassed my expectations. Despite booking with Priceline, I was treated like a king. They let me check in early, gave me a beautiful room, and even went so far as to look up my Starwood number so I could get some credit for the stay. The staff was unfailingly pleasant, the property immaculate, and the room very comfortable. I highly recommend this hotel. 
",book via pricelin sure id like sheraton fallen cliff hotel absolut surpass expect despit book pricelin treat like king let check earli gave beauti room even went far look starwood number could get credit stay staff unfailingli pleasant properti immacul room comfort highli recommend hotel
truthful,homewood,positive,TripAdvisor,"I stayed at this Hotel for 1 night. We just wanted to stay in downtown Chicago. This hotel is right next to John Hancock building. Walking distance to many shopping, restaurant, and everything else. From valet people to front desk people, they were all very friendly and helpful. The best thing about this hotel (other than the awesome location) is that all rooms are suites. You can choose 1 king or 2 double which will be inside the room and you get another sofa bed in the living room area. You get 2 TVs also. The roof top pool over looking Michigan lake was lovely also. 
",stay hotel night want stay downtown chicago hotel right next john hancock build walk distanc mani shop restaur everyth els valet peopl front desk peopl friendli help best thing hotel awesom locat room suit choos king doubl insid room get anoth sofa bed live room area get tv also roof top pool look michigan lake love also
truthful,sheraton,positive,TripAdvisor,"We recently celebrated our 20th anniversary in Chicago and stayed at the Sheraton Chicago Hotel and Towers. Having looked at a gizillion places I chose this one because of its location to Navy Pier. (We were going on a dinner cruise-The Odyssey at Navy Pier) The hotel is a short walk...unless you are wearing heels:) to Navy Pier. We found out on the way home only a $5 cab ride:) worth $20 to your blisters!! Its also only a short walk to Michigan Ave shopping...for comfortable shoes perhaps?? I chose this hotel because of location, but the views are also terrific. This time we had a lake view of Navy Pier, but our previous trip we had a river and lake view. both very nice. The hotel is very nice. Several restaurants, although we haven't tried them. The burger place downstairs sure smelled good though:) We ended up at Bubba Gumps at Navy Pier. GOOD! The rooms were very spacious and CLEAN!! I am kind of a germaphobe! so clean is important for my sanity:) The bottom level has doors that leads right out to the riverwalk, and a cool water fountain. :) I obviously highly recommend this hotel:) I <3 CHICAGO 
",recent celebr th anniversari chicago stay sheraton chicago hotel tower look gizillion place chose one locat navi pier go dinner cruiseth odyssey navi pier hotel short walkunless wear heel navi pier found way home cab ride worth blister also short walk michigan ave shoppingfor comfort shoe perhap chose hotel locat view also terrif time lake view navi pier previou trip river lake view nice hotel nice sever restaur although havent tri burger place downstair sure smell good though end bubba gump navi pier good room spaciou clean kind germaphob clean import saniti bottom level door lead right riverwalk cool water fountain obvious highli recommend hotel chicago
truthful,swissotel,positive,TripAdvisor,"I recently stayed at this hotel with my family (10-1 / 10-3). We had a terrific experience. I landed the hotel through Priceline for $80 per night and paid an additional $75 per night for a suite on the 41st floor. My two young boys loved it as the view was unbelieveable and the pool on the 42nd floor was easily accessible. I found all the employees that we interfaced with to be very friendly and accommodating. I would love to stay here again. 
",recent stay hotel famili terrif experi land hotel pricelin per night paid addit per night suit st floor two young boy love view unbeliev pool nd floor easili access found employe interfac friendli accommod would love stay
truthful,homewood,positive,TripAdvisor,"I used to stay at the Homewood Suites all the time on business but have not stayed there on business since 2005 - since that time my company has been doing business in the suburbs instead of downtown. During December of 2007 and this year 2008 I did stay there a few days with my family and was greeted as if I never left. There is a lady named Connie who works the breakfast shift and she greets everyone and always remembers you from years before. A wonderful lady indeed - my wife even commented to me on the way to Chicago if that lady would still be there and would still remember and yes she does! Its a great place to stay. 
",use stay homewood suit time busi stay busi sinc sinc time compani busi suburb instead downtown decemb year stay day famili greet never left ladi name conni work breakfast shift greet everyon alway rememb year wonder ladi inde wife even comment way chicago ladi would still would still rememb ye great place stay
truthful,swissotel,positive,TripAdvisor,"I loved it here! My boyfriend and I booked this hotel online and were a little worried what it would be like since we paid next to nothing for our 3 nights here. (I've paid more to stay at the Santa Barbara Motel 6!!) Gorgeous hotel, great staff, fun bar/lounge area and we were most impressed with the room. The large windows in the bathroom were the best--I took a bubble bath one night while looking at the views of Navy Pier and the skyline. I remember thinking, 'This is really living...' The room was comfortable and quiet, again with great views just like in the bathroom. Chicago is a wonderful town--I have nothing but good things to say about it. CAn't wait to come back! 
",love boyfriend book hotel onlin littl worri would like sinc paid next noth night ive paid stay santa barbara motel gorgeou hotel great staff fun barloung area impress room larg window bathroom besti took bubbl bath one night look view navi pier skylin rememb think realli live room comfort quiet great view like bathroom chicago wonder towni noth good thing say cant wait come back
truthful,swissotel,positive,TripAdvisor,"I stayed at the Swissotel for a business trip the first week of Aug 2007. I arrived late the first night and got shoved into a hospitality room the first night. However, this was more than made up when after a strong talk they assigned me a corner room on the 28th floor. EXCELLENT view of the city, river and Lake Michigan. In fact, I would say the corner room of the Swissotel has a better view than any other hotel in the vicinity. The room was huge, and everything was clean and the bathroom was nice. The hotel is very convieniently located to the Magnificient Mile and Millenium Park. Would very much recommend this hotel, and would suggest trying every method possible to get a corner room in a higher floor. 
",stay swissotel busi trip first week aug arriv late first night got shove hospit room first night howev made strong talk assign corner room th floor excel view citi river lake michigan fact would say corner room swissotel better view hotel vicin room huge everyth clean bathroom nice hotel convieni locat magnifici mile millenium park would much recommend hotel would suggest tri everi method possibl get corner room higher floor
truthful,sheraton,positive,TripAdvisor,"This was a great place to be! Great views of river and lake, walk to everything, a clean and comfortable room, and very accommodating staff. We arrived early and were checked in by 10:30 am and checked out late , effectively adding two days to our vacation. It is a large hotel but the staff works hard and takes good care of the customers. 
",great place great view river lake walk everyth clean comfort room accommod staff arriv earli check check late effect ad two day vacat larg hotel staff work hard take good care custom
truthful,homewood,positive,TripAdvisor,"This hotel was very beautiful. I went with a group of 4 friends and we had a blast. It was very centrally located and was close to all sorts of transportation. The Continental breakfast was magnificent! I didn't see much of the staff but all of the men at the front door were extremely helpful. 
",hotel beauti went group friend blast central locat close sort transport continent breakfast magnific didnt see much staff men front door extrem help
truthful,knickerbocker,positive,TripAdvisor,"My wife and I had to stay downtown for event that we were attending at the Drake Hotel. I have stayed at the Drake before and while it is nice, it is bit stuffy and a little outdated for the price. We opted to walk across the street and stay at the Millenium instead. I know this property has under gone many renovations in past year and I have to say they have done a great job. This place used to be the hotel you would crash in when you came to Chicago on a college roadtrip (I did). But that is not the case any more. This property is directly across from the Drake Hotel and for 1/2 the price you get their great location with a newer (albeit smaller) room and every ammenity you would expect from a 4* hotel. The rooms are tastefully decorated (Asian influence w/flat screen tv) and the bed is very comfortable. The bath is small (no tub), but very clean and the shower is great. You are not going to be spending a bunch of time in your room when visting Chicago, so the room's size is not a big deal. (It works well with a couple, but a family of four may be a bit cramped.) The service was attentive and friendly and the location can't be beat. I would definitely stay here again, but the next time I would leave the car at home ($49/night parking is a bit steep). 
",wife stay downtown event attend drake hotel stay drake nice bit stuffi littl outdat price opt walk across street stay millenium instead know properti gone mani renov past year say done great job place use hotel would crash came chicago colleg roadtrip case properti directli across drake hotel price get great locat newer albeit smaller room everi ammen would expect hotel room tast decor asian influenc wflat screen tv bed comfort bath small tub clean shower great go spend bunch time room vist chicago room size big deal work well coupl famili four may bit cramp servic attent friendli locat cant beat would definit stay next time would leav car home night park bit steep
truthful,homewood,positive,TripAdvisor,"I travelled to Illinois from the UK on business, and booked Friday and Saturday night at the Homewood Suites so that I could have a weekend in the city. The location was perfect, walking distance to Michigan Ave for all the shopping and touristy stuff, and literally 100 yards to the L (red line) for getting out to the surrounding areas. The room was great: not exactly 'wow' decor but clean and really well stocked. I was expecting a 'suite' to be a larger than average hotel room with seperate sitting area. It was actually a 3-room mini-apartment, with an open lounge/kitchen, bedroom, and bathroom. Two flatscreen TVs and a huge bed. Breakfast buffet eggs and bacon were great for the hangover(!), and the kitchen meant that I could cook up some lunch rather than eat out if needed. 
",travel illinoi uk busi book friday saturday night homewood suit could weekend citi locat perfect walk distanc michigan ave shop touristi stuff liter yard l red line get surround area room great exactli wow decor clean realli well stock expect suit larger averag hotel room seper sit area actual room miniapart open loungekitchen bedroom bathroom two flatscreen tv huge bed breakfast buffet egg bacon great hangov kitchen meant could cook lunch rather eat need
truthful,homewood,positive,TripAdvisor,"When making my reservation, I made it for one of the most busiest weekends during the summer Memorial Day. The staff was able to get my family in at an affordable rate. The suites are very spacious, clean, cozy, and comfortable. Upon on arriving staff were friendly, willing to exceed expectations, and serve me with enthusiasm. The Hot Breakfast was delicious each morning. The beds are very comfortable and provided a good nights rest. I would recommend this hotel to my friends and anyone who need additional space when traveling and on a budget compared to other Chicago hotels. 
",make reserv made one busiest weekend summer memori day staff abl get famili afford rate suit spaciou clean cozi comfort upon arriv staff friendli will exceed expect serv enthusiasm hot breakfast delici morn bed comfort provid good night rest would recommend hotel friend anyon need addit space travel budget compar chicago hotel
truthful,sheraton,positive,TripAdvisor,"I stayed for just one nite at the Sheraton Hotel and Towers and was a little nervous after reading a few negative reviews from other TA posters but I was not let down. I got the room via PL @ $70 and was first placed in a room on the 8th floor with a fabulous view of the roof of the lobby and a parking lot. Since I had nothing to lose, I asked to be moved to a 'room with a view'. The front desk attendant( Rasheeda) wanted to make sure that the room I had at first was clean and was in order and I assured her that it was. She then moved me up to the 24th floor with ease and it took about 1 minute. I was quite surprised as I have heard that they treat PL and Hotwire folks with a little less love than full price customers. The new room was very clean and spacious and overlooked the Navy Pier, a few other skyrise condos and the beautiful infinity of Lake Michigan. All this for $70? Yep! I skipped room service and walked to the local gourmet market as suggested by others and it was pricey but all food there was delicious! The room was comfy, had an ample closet and room to breathe as well as a convenient internet connection location. I didnt use it since I wasnt staying that long but at least it was on the desk. The bed and pillows were very comfy, but I awoke at about 330 in the morning sweating from the comfy but VERY WARM and somewhat weighty duvet on the bed. This was a great deal for the price and I would absolutely stay here again. 
",stay one nite sheraton hotel tower littl nervou read neg review ta poster let got room via pl first place room th floor fabul view roof lobbi park lot sinc noth lose ask move room view front desk attend rasheeda want make sure room first clean order assur move th floor eas took minut quit surpris heard treat pl hotwir folk littl less love full price custom new room clean spaciou overlook navi pier skyris condo beauti infin lake michigan yep skip room servic walk local gourmet market suggest other pricey food delici room comfi ampl closet room breath well conveni internet connect locat didnt use sinc wasnt stay long least desk bed pillow comfi awok morn sweat comfi warm somewhat weighti duvet bed great deal price would absolut stay
truthful,homewood,positive,TripAdvisor,"everything that i read from other reviews was pretty much on the money, they have excellent customer service, the employees there really cared about their guests, there was always coffee, tea, hot chocolate in the lobby, good hot breakfast and dinner with wine and beer, the doormen were nice and willing to help out for directions, the room did the job, there was a kitchen, 2 flat screen tv's, and a pullout couch included, it was close to the 'eL', but for us we found the buses to be more useful. I would recommend getting a pass, we got a 3 day pass and it was well worth it for $14 which we got at jewel osco, not too far from the hotel, for the most part the majority of the people that were there were older people on a business trip and families, but us three girls didn't mind, so i would definitely recommend this place, it was one of the cheapest places were found out of all the other hotels. 
",everyth read review pretti much money excel custom servic employe realli care guest alway coffe tea hot chocol lobbi good hot breakfast dinner wine beer doormen nice will help direct room job kitchen flat screen tv pullout couch includ close el us found buse use would recommend get pass got day pass well worth got jewel osco far hotel part major peopl older peopl busi trip famili us three girl didnt mind would definit recommend place one cheapest place found hotel
truthful,knickerbocker,positive,TripAdvisor,"OK, we are back from the Knickerbocker and I would give it the best rating. I can't believe the bad reviews. I got a priceline deal, and I still got a fine room, clean, up-to-date furnishings (OK a little traditional for my taste) and smoke free. Someone said in another thread that some people write prank reviews. I think such people should get a life because people want to read the truth. Here it is from my point of view. Both rooms on 10th floor. Regarding the size of the rooms. We had two rooms. One was a 2 double bed room. It was about 20' x 15'. Each double bed had valences that were kind of mini-canopies. The furniture, bathroom tile, shower (no tub), wall paper and paint had been done in the last few years. A Chinese inspired cabinet held TV, coffeemaker, ice bucket, and mini-bar. Three separate levels (TV, ice/coffee, and minibar) The other room was called 'Queen executive'. This one had queen bed with more of a canopy than valence, sofabed, two TVs and terry bathrobes. Also about the same size but different configerations. One TV faced the bed, other in the three level cabinet, the sofabed. Smoke in the lobby. There is a bar to the right of the entrance. It is an open arrangement so that I am sure the smoke comes from bar to entrance door. No smoke smell in no-smoking rooms. Cost of rooms $75 on priceline plus taxes. Very good value one block from N. Michigan Ave. Only complaint. Concierge said that the free trolley didn't go down Michigan Ave to Field Museum/Museum complex when in fact it does. Was this ignorance? or trying to throw more business to taxi? Either case, not good. He said at this time of year free trolley only goes to Navy Pier during winter....which is clearly incorrect. 
",ok back knickerbock would give best rate cant believ bad review got pricelin deal still got fine room clean uptod furnish ok littl tradit tast smoke free someon said anoth thread peopl write prank review think peopl get life peopl want read truth point view room th floor regard size room two room one doubl bed room x doubl bed valenc kind minicanopi furnitur bathroom tile shower tub wall paper paint done last year chines inspir cabinet held tv coffeemak ice bucket minibar three separ level tv icecoffe minibar room call queen execut one queen bed canopi valenc sofab two tv terri bathrob also size differ configer one tv face bed three level cabinet sofab smoke lobbi bar right entranc open arrang sure smoke come bar entranc door smoke smell nosmok room cost room pricelin plu tax good valu one block n michigan ave complaint concierg said free trolley didnt go michigan ave field museummuseum complex fact ignor tri throw busi taxi either case good said time year free trolley goe navi pier winterwhich clearli incorrect
truthful,ambassador,positive,TripAdvisor,"Our stay at the Ambassador East Hotel was extremely relaxing and pleasant. We enjoyed the location. We could easily walk to the Red line or access the bus lines along Michigan Avenue. We felt safe walking along the neighborhood streets and viewing the fabulous architecture that is on N. State Street and Dearborn. We walked to 3rd Coast Cafe, the Chicago History Museum, and Second City from our hotel. Our room was spacious and well-kept, and it was quiet enough for us to take a nap during the afternoon before heading out again in the evening. We would choose to stay there again even if we could afford more expensive locations downtown. We definitely enjoyed the neighborhood feel of the place. 
",stay ambassador east hotel extrem relax pleasant enjoy locat could easili walk red line access bu line along michigan avenu felt safe walk along neighborhood street view fabul architectur n state street dearborn walk rd coast cafe chicago histori museum second citi hotel room spaciou wellkept quiet enough us take nap afternoon head even would choos stay even could afford expens locat downtown definit enjoy neighborhood feel place
truthful,affinia,positive,TripAdvisor,"I was completely blown away by this hotel. It was magnificent. I got a great deal and I am so happy that I stayed here. Before arriving I was nervous as I had read a few bad reviews about the impact the renovation was having on peoples stay, for example very noisy. However, whilst the renovation was still going on and the gym was not open nor the restaurant, it made no difference to me. My room was huge, bathroom was spacious with excellent water pressure, bed was perfect and the view was amazing. Hotel is so close to the great shops of Magnificent Mile, plus a comfortable walking distance to Hancock tower and Millennium Park. 
",complet blown away hotel magnific got great deal happi stay arriv nervou read bad review impact renov peopl stay exampl noisi howev whilst renov still go gym open restaur made differ room huge bathroom spaciou excel water pressur bed perfect view amaz hotel close great shop magnific mile plu comfort walk distanc hancock tower millennium park
truthful,hardrock,positive,TripAdvisor,"I was attending a conference at the Mariott. They were booked up and I shared a room at the Hard Rock for a week by default. What a lucky break. This is a beautiful hotel. I am not a fan of all that black/grey vibe and find it a little cheesy. What I loved was the way the Hard Rock left the beautiful old hotel features intact, and decorated around the basic stucture. My room was CLEAN, CLEAN, CLEAN. I want to comment on the staff. What an upbeat group of people. This included the doormen, the front desk, the consierge. They were wonderful! Every morning one of the bell men would find my TV morning news show for me in the bar, while I drank their courtesy coffee. They brought us a refrigerator, IPOD dock, and extra suitcase stand within minutes of check-in. I had a hard time contacting the airport transport. The consierge took care of it for me. While I was waiting for the 4:50 am airport shuttle, one of the bell men found me a cup of coffee in the back. I just couldn't get over how nice and friendly everyone was....great place to stay. I hope to go back with my husband. 
",attend confer mariott book share room hard rock week default lucki break beauti hotel fan blackgrey vibe find littl cheesi love way hard rock left beauti old hotel featur intact decor around basic stuctur room clean clean clean want comment staff upbeat group peopl includ doormen front desk consierg wonder everi morn one bell men would find tv morn news show bar drank courtesi coffe brought us refriger ipod dock extra suitcas stand within minut checkin hard time contact airport transport consierg took care wait airport shuttl one bell men found cup coffe back couldnt get nice friendli everyon wasgreat place stay hope go back husband
truthful,affinia,positive,TripAdvisor,"I checked in at the Affinia Hotel in Chicago shortly after dinner on Tuesday, I was greeted by very frendly staff from the valet service to front desk. You can tell people were happy at the hotel. I was pleasantly surprised when I got to my room. The room was very well decorated and well thought out. The furniture was in the right location and there was lots of space. Plus it was convenient with lots of power outlets The bedroom and washroom was very clean and I had a great sleep in their very comfortable bed. I was told by front desk i could choose from 6 different pillows, although i did not take advantage of this offer i thought what a great idea. Once in a while you come across hotels with great service, well thought out rooms in a perfect location (right off Magnificent Mile). When visiting Chicago again I will definitely try and stay at Affinia again 
",check affinia hotel chicago shortli dinner tuesday greet frendli staff valet servic front desk tell peopl happi hotel pleasantli surpris got room room well decor well thought furnitur right locat lot space plu conveni lot power outlet bedroom washroom clean great sleep comfort bed told front desk could choos differ pillow although take advantag offer thought great idea come across hotel great servic well thought room perfect locat right magnific mile visit chicago definit tri stay affinia
truthful,talbott,positive,TripAdvisor,"Chicago is one of our favorite cities to visit. Some friends suggested trying The Talbott. I'm delighted we took them up. The Talbott is a great 'small' hotel a block and a half off of Michigan Avenue near the Four Seasons, Drake and Westin. The concierge staff was most helpfull. Gene and Stephanie took great care of us. The rooms were spacious and very fresh. The elevators could be a bit slow at times. Aside from the construction next door, our stay was perfect. Bice now runs the hotel restaurant. We enjoyed having breakfast there. We will stay there again. 
",chicago one favorit citi visit friend suggest tri talbott im delight took talbott great small hotel block half michigan avenu near four season drake westin concierg staff helpful gene stephani took great care us room spaciou fresh elev could bit slow time asid construct next door stay perfect bice run hotel restaur enjoy breakfast stay
truthful,ambassador,positive,TripAdvisor,"In a very nice location close to shopping and places to eat and also in a beautiful neighborhood. A small hotel with a pleasant place to sit in the lobby, the Pump Room is a classic place to have a drink. We did not have dinner there so I can not comment but we enjoyed people watching while we had an afternoon drink looking out the window at the people in the neighborhood. It is a short walk to very good shopping and eating. 
",nice locat close shop place eat also beauti neighborhood small hotel pleasant place sit lobbi pump room classic place drink dinner comment enjoy peopl watch afternoon drink look window peopl neighborhood short walk good shop eat
truthful,affinia,positive,TripAdvisor,"Stayed at this hotel with 3 friends or 4 nights. The hotel was clean and tidy, throughout. The Concierge Christopher was excellent and helped as with all our needs, gave us discount vouchers etc. Hotel was in excellent position. 3 blocks from John Hancok Building and more importantly The Cheesecake Factory , Bloomingdales 3 blocks away and the Water Tower Shopping Centre 2 blocks away. We went to the huge I Max cinema which is about ten minutes away. Cant wait to go back to Chicago and The Affinia 
",stay hotel friend night hotel clean tidi throughout concierg christoph excel help need gave us discount voucher etc hotel excel posit block john hancok build importantli cheesecak factori bloomingdal block away water tower shop centr block away went huge max cinema ten minut away cant wait go back chicago affinia
truthful,talbott,positive,TripAdvisor,"This is a great find for downtown Chicago. The price is right and the staff are excellent. As noted, there is construction going on around the hotel, but I didn't notice any issues that disturbed sleeping. I asked for a quiet room on an upper floor, and was gladly given one. The lobby is small, the atmosphere is that of a small boutique hotel. The concierge, Stephanie did a super job in finding us a restaurant and booking us reservations (along with a complimentary appetizer). We had a standard room, and it was spacious, tastefully decorated--everything we needed. The bathroom had a nice whirlpool tub for soaking--and the MP3 compatible radio was a nice perk. Just can't say enough about how nice the staff are--every single person you meet. Would definitely stay here again. 
",great find downtown chicago price right staff excel note construct go around hotel didnt notic issu disturb sleep ask quiet room upper floor gladli given one lobbi small atmospher small boutiqu hotel concierg stephani super job find us restaur book us reserv along complimentari appet standard room spaciou tast decoratedeveryth need bathroom nice whirlpool tub soakingand mp compat radio nice perk cant say enough nice staff areeveri singl person meet would definit stay
truthful,talbott,positive,TripAdvisor,"I stayed at the Talbott twice in the last few weeks. I was very pleased with every facet of my stays. The staff, from doormen to front desk, to concierge, to housekeeping, were wonderful. The rooms were nicely sized and clean, and well stocked. I will return to the Talbott anytime! 
",stay talbott twice last week pleas everi facet stay staff doormen front desk concierg housekeep wonder room nice size clean well stock return talbott anytim
truthful,ambassador,positive,TripAdvisor,"We just returned from 4 nights at the Ambassador East. What a gem! The location in the Gold Coast neighborhood is perfect for finding restaurants and walking the Magnificent Mile. There is a train station about 2 blocks away. The room was very comfortable, with nice amenities, and there is free Internet service on the 2nd floor. Best of all was the bell and lobby staff! They really went out of their way to be helpful and greeted us warmly each time we left and arrived. I would say that this was the nicest hotel staff I've encountered in all my travels. 
",return night ambassador east gem locat gold coast neighborhood perfect find restaur walk magnific mile train station block away room comfort nice amen free internet servic nd floor best bell lobbi staff realli went way help greet us warmli time left arriv would say nicest hotel staff ive encount travel
truthful,hardrock,positive,TripAdvisor,"We stayed at the Hard Rock on January 27th, 2009 for $125/night. It is located on Michigan Ave, just two blocks from the Mag Mile, two blocks from Millenium Park, and five blocks from the Chicago Art Institute. Our hotel room was very nice with views of Michigan Ave and a unusually comfy bed. The hotel even offered free coffee in the lobby every morning and free wifi in the rooms. Parking was $45 for valet and $30 for self parking. The staff was very helpful with all of our request. 
",stay hard rock januari th night locat michigan ave two block mag mile two block millenium park five block chicago art institut hotel room nice view michigan ave unusu comfi bed hotel even offer free coffe lobbi everi morn free wifi room park valet self park staff help request
truthful,talbott,positive,TripAdvisor,"As we pulled away in a taxi heading to the airport for our trip home my wife turned to me and said 'We picked the right place.' Having chosen the Talbott from other Trip Advisor reviews I found myself thinking in terms of a Trip Advisor review when we arrived. Nice entrance, friendly reception, I noticed everything and immediately knew the Talbott was a non-corporate warm hotel with touches not typically seen in big name hotel chains. The smell of the elevator and attention to decorative details strongly reminded me of Europe, simple, not overstated but elegant. The location is great, there was light snow but we walked to the Art Institute, Rush Street, the Theater District, and we're from California where anything below 50 degrees keeps us inside! All I can say is if you are the kind of traveler that wants comfort, class and somewhere unique, stay at the Talbott. Oh yeah, we were in a room that looked down at the construction, we were on the 15th floor and could not hear a sound, it was very quiet. 
",pull away taxi head airport trip home wife turn said pick right place chosen talbott trip advisor review found think term trip advisor review arriv nice entranc friendli recept notic everyth immedi knew talbott noncorpor warm hotel touch typic seen big name hotel chain smell elev attent decor detail strongli remind europ simpl overst eleg locat great light snow walk art institut rush street theater district california anyth degre keep us insid say kind travel want comfort class somewher uniqu stay talbott oh yeah room look construct th floor could hear sound quiet
truthful,hardrock,positive,TripAdvisor,"so my sweetie lures me out under the guise of dinner at the China Grill, upon arrival he tells me his boys are watching the game in a suite upstairs and want to say hi...we arrive at the 35th floor and my oh my!!! SURPRISE!!! ladies and gentlemen THIS is something to be admired...spacious and roomy, yet warm, cozy and inviting...great bed, comfortable furniture, great 42 inch plasmas, and the views are UNBELIEVABLE...my only complaint? a shower should have a door to keep the heat IN...other than that no complaints, room service was great, morning coffee was yummo...overall a fabulous experience!!! 
",sweeti lure guis dinner china grill upon arriv tell boy watch game suit upstair want say hiw arriv th floor oh surpris ladi gentlemen someth admiredspaci roomi yet warm cozi invitinggreat bed comfort furnitur great inch plasma view unbelievablemi complaint shower door keep heat inoth complaint room servic great morn coffe yummooveral fabul experi
truthful,affinia,positive,TripAdvisor,"This hotel was PERFECT for our girls getaway. The decor is fun & refreshing. Loved the roof top bar. Every staff member was friendly & always smiling. The location is perfect for Michigan Ave shopping, the beach, dinner and night life. It was a mile or two from Millenium Station. The concierge recommended a couple places to hang out after dinner and added our names to the guest list (I'm sure they do it all the time but still a nice gesture). 
",hotel perfect girl getaway decor fun refresh love roof top bar everi staff member friendli alway smile locat perfect michigan ave shop beach dinner night life mile two millenium station concierg recommend coupl place hang dinner ad name guest list im sure time still nice gestur
truthful,talbott,positive,TripAdvisor,"My girlfriends and I stayed 4 nights at the Talbott returning home on Saturday 9/29. We all had a wonderful time and thoroughly enjoyed the hotel. The staff from top to bottom were excellent, accommodating. The room was roomy...with our only complaint being not being able to cool the room fast enough after a day on the town. The construction next door was obstructing the sidewalk, but being on a oneway street limited that difficulty. The doorman, Andrew was an excellent source at this hotel. He arranged all our transportation at night to restaurants. We enjoyed everything about the hotel and the city. The hotel was expensive but met expectations. 
",girlfriend stay night talbott return home saturday wonder time thoroughli enjoy hotel staff top bottom excel accommod room roomywith complaint abl cool room fast enough day town construct next door obstruct sidewalk oneway street limit difficulti doorman andrew excel sourc hotel arrang transport night restaur enjoy everyth hotel citi hotel expens met expect
truthful,affinia,positive,TripAdvisor,"Excellent location, about a block from Michigan Ave. and two blocks from Water Tower Place and John Hancock Tower. Beautiful hotel, felt very luxurious and high-class for being a moderate priced hotel. Staff was excellent -- friendly and accommodating. 
",excel locat block michigan ave two block water tower place john hancock tower beauti hotel felt luxuri highclass moder price hotel staff excel friendli accommod
truthful,affinia,positive,TripAdvisor,"We've just returned from a two night stay at the Affinia Chicago and our visit was delightful. Thanks to tripadvisor reviews we were prepared for the major construction work on the facade and entrance..it was a mess. And the hotel restaurant and bar remain incomplete and unavailable. Even parts of the lobby had 'wet paint' stickers. All these things could have made for a disappointing stay. Not so!! Although we arrived very early in the day our suite was ready along with a most warm and gracious greeting from the front desk staff. After just a few minutes we felt like we were 'at home.' The suite on the 25th floor, with a fab view along a wall of windows, was sparkling fresh and clean. The bathroom lighting was outstanding and led to my bride of nearly 50 years saying that it made her look younger...she was right! Everything in and about the room was 'like-new' and very stylish. As a visitor we appreciated the very convenient location just a few steps from the Magnificient Mile and all of its ambiance. Thanks to a dedicated and gracious staff, a fantastic location, and chic decorating elements, this hotel can and will be our future hotel of choice in Chicago. The stay was short..but sweet. 
",weve return two night stay affinia chicago visit delight thank tripadvisor review prepar major construct work facad entranceit mess hotel restaur bar remain incomplet unavail even part lobbi wet paint sticker thing could made disappoint stay although arriv earli day suit readi along warm graciou greet front desk staff minut felt like home suit th floor fab view along wall window sparkl fresh clean bathroom light outstand led bride nearli year say made look youngersh right everyth room likenew stylish visitor appreci conveni locat step magnifici mile ambianc thank dedic graciou staff fantast locat chic decor element hotel futur hotel choic chicago stay shortbut sweet
truthful,affinia,positive,TripAdvisor,"The recently remodeled Affina was amazing - from the 6 choice pillow menu to the stocked 'pantry and refrigerator' to the brand name bathroom ammenities. Within walking distance to just about everything you could possibly need, the Affina is a great hotel. The staff was pleasant and seemed to enjoy their jobs. Having never stayed in downtown Chicago before, the Affina over and above exceeded our expectations. Although our trip to Chicago was only for one night, we will consider staying at the Affina again for a future visit. 
",recent remodel affina amaz choic pillow menu stock pantri refriger brand name bathroom ammen within walk distanc everyth could possibl need affina great hotel staff pleasant seem enjoy job never stay downtown chicago affina exceed expect although trip chicago one night consid stay affina futur visit
truthful,affinia,positive,TripAdvisor,"After reading the reviews & getting an excellent rate through travelzoo, I decided to give this hotel a try. I must say it was a great choice! The location is perfect, just off from N Michigan Ave, walking distance from everything. The staff was very helpful and friendly, and the room was excellent. They gave us a corner room w/a great view. As many have posted, the bed & pillows were very comfortable (I am very picky about that). I slept well every night! The renovation is almost done & did not bother us one bit. I highly recommend this hotel. 
",read review get excel rate travelzoo decid give hotel tri must say great choic locat perfect n michigan ave walk distanc everyth staff help friendli room excel gave us corner room wa great view mani post bed pillow comfort picki slept well everi night renov almost done bother us one bit highli recommend hotel
